platform,publisher,kind,field,presence_rate,n_items
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,activity,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,category,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,organizer,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,offers,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,location,1.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,name,1.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,description,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,eventSchedule,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,ageRange,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,genderRestriction,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,level,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,url,1.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,attendeeInstructions,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,FacilityUse,superEvent,0.0,20
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,activity,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,category,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,organizer,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,offers,1.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,location,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,name,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,description,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,eventSchedule,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,ageRange,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,genderRestriction,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,level,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,url,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,attendeeInstructions,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,superEvent,0.0,866
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,activity,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,category,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,organizer,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,offers,1.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,location,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,name,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,description,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,eventSchedule,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,ageRange,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,genderRestriction,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,level,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,url,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Blue Flames Sporting Club Limited,Slot,superEvent,0.0,1000
app.bookteq.com,Bolder Academy,FacilityUse,activity,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,category,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,organizer,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,offers,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,location,1.0,51
app.bookteq.com,Bolder Academy,FacilityUse,name,1.0,51
app.bookteq.com,Bolder Academy,FacilityUse,description,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,eventSchedule,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,ageRange,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,genderRestriction,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,level,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,url,1.0,51
app.bookteq.com,Bolder Academy,FacilityUse,attendeeInstructions,0.0,51
app.bookteq.com,Bolder Academy,FacilityUse,superEvent,0.0,51
app.bookteq.com,Bolder Academy,Slot,activity,0.0,1000
app.bookteq.com,Bolder Academy,Slot,category,0.0,1000
app.bookteq.com,Bolder Academy,Slot,organizer,0.0,1000
app.bookteq.com,Bolder Academy,Slot,offers,1.0,1000
app.bookteq.com,Bolder Academy,Slot,location,0.0,1000
app.bookteq.com,Bolder Academy,Slot,name,0.0,1000
app.bookteq.com,Bolder Academy,Slot,description,0.0,1000
app.bookteq.com,Bolder Academy,Slot,eventSchedule,0.0,1000
app.bookteq.com,Bolder Academy,Slot,ageRange,0.0,1000
app.bookteq.com,Bolder Academy,Slot,genderRestriction,0.0,1000
app.bookteq.com,Bolder Academy,Slot,level,0.0,1000
app.bookteq.com,Bolder Academy,Slot,url,0.0,1000
app.bookteq.com,Bolder Academy,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Bolder Academy,Slot,superEvent,0.0,1000
app.bookteq.com,Bolder Academy,Slot,activity,0.0,1000
app.bookteq.com,Bolder Academy,Slot,category,0.0,1000
app.bookteq.com,Bolder Academy,Slot,organizer,0.0,1000
app.bookteq.com,Bolder Academy,Slot,offers,1.0,1000
app.bookteq.com,Bolder Academy,Slot,location,0.0,1000
app.bookteq.com,Bolder Academy,Slot,name,0.0,1000
app.bookteq.com,Bolder Academy,Slot,description,0.0,1000
app.bookteq.com,Bolder Academy,Slot,eventSchedule,0.0,1000
app.bookteq.com,Bolder Academy,Slot,ageRange,0.0,1000
app.bookteq.com,Bolder Academy,Slot,genderRestriction,0.0,1000
app.bookteq.com,Bolder Academy,Slot,level,0.0,1000
app.bookteq.com,Bolder Academy,Slot,url,0.0,1000
app.bookteq.com,Bolder Academy,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Bolder Academy,Slot,superEvent,0.0,1000
app.bookteq.com,Broughton Town Council ,FacilityUse,activity,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,category,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,organizer,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,offers,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,location,1.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,name,1.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,description,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,eventSchedule,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,ageRange,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,genderRestriction,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,level,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,url,1.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,attendeeInstructions,0.0,45
app.bookteq.com,Broughton Town Council ,FacilityUse,superEvent,0.0,45
app.bookteq.com,Broughton Town Council ,Slot,activity,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,category,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,organizer,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,offers,1.0,1000
app.bookteq.com,Broughton Town Council ,Slot,location,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,name,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,description,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,eventSchedule,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,ageRange,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,genderRestriction,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,level,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,url,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,superEvent,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,activity,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,category,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,organizer,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,offers,1.0,1000
app.bookteq.com,Broughton Town Council ,Slot,location,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,name,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,description,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,eventSchedule,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,ageRange,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,genderRestriction,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,level,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,url,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Broughton Town Council ,Slot,superEvent,0.0,1000
app.bookteq.com,Brynteg School,FacilityUse,activity,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,category,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,organizer,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,offers,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,location,1.0,44
app.bookteq.com,Brynteg School,FacilityUse,name,1.0,44
app.bookteq.com,Brynteg School,FacilityUse,description,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,eventSchedule,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,ageRange,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,genderRestriction,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,level,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,url,1.0,44
app.bookteq.com,Brynteg School,FacilityUse,attendeeInstructions,0.0,44
app.bookteq.com,Brynteg School,FacilityUse,superEvent,0.0,44
app.bookteq.com,Brynteg School,Slot,activity,0.0,1000
app.bookteq.com,Brynteg School,Slot,category,0.0,1000
app.bookteq.com,Brynteg School,Slot,organizer,0.0,1000
app.bookteq.com,Brynteg School,Slot,offers,1.0,1000
app.bookteq.com,Brynteg School,Slot,location,0.0,1000
app.bookteq.com,Brynteg School,Slot,name,0.0,1000
app.bookteq.com,Brynteg School,Slot,description,0.0,1000
app.bookteq.com,Brynteg School,Slot,eventSchedule,0.0,1000
app.bookteq.com,Brynteg School,Slot,ageRange,0.0,1000
app.bookteq.com,Brynteg School,Slot,genderRestriction,0.0,1000
app.bookteq.com,Brynteg School,Slot,level,0.0,1000
app.bookteq.com,Brynteg School,Slot,url,0.0,1000
app.bookteq.com,Brynteg School,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Brynteg School,Slot,superEvent,0.0,1000
app.bookteq.com,Brynteg School,Slot,activity,0.0,1000
app.bookteq.com,Brynteg School,Slot,category,0.0,1000
app.bookteq.com,Brynteg School,Slot,organizer,0.0,1000
app.bookteq.com,Brynteg School,Slot,offers,1.0,1000
app.bookteq.com,Brynteg School,Slot,location,0.0,1000
app.bookteq.com,Brynteg School,Slot,name,0.0,1000
app.bookteq.com,Brynteg School,Slot,description,0.0,1000
app.bookteq.com,Brynteg School,Slot,eventSchedule,0.0,1000
app.bookteq.com,Brynteg School,Slot,ageRange,0.0,1000
app.bookteq.com,Brynteg School,Slot,genderRestriction,0.0,1000
app.bookteq.com,Brynteg School,Slot,level,0.0,1000
app.bookteq.com,Brynteg School,Slot,url,0.0,1000
app.bookteq.com,Brynteg School,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Brynteg School,Slot,superEvent,0.0,1000
app.bookteq.com,Chauncy School,FacilityUse,activity,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,category,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,organizer,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,offers,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,location,1.0,25
app.bookteq.com,Chauncy School,FacilityUse,name,1.0,25
app.bookteq.com,Chauncy School,FacilityUse,description,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,eventSchedule,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,ageRange,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,genderRestriction,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,level,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,url,1.0,25
app.bookteq.com,Chauncy School,FacilityUse,attendeeInstructions,0.0,25
app.bookteq.com,Chauncy School,FacilityUse,superEvent,0.0,25
app.bookteq.com,Chauncy School,Slot,activity,0.0,727
app.bookteq.com,Chauncy School,Slot,category,0.0,727
app.bookteq.com,Chauncy School,Slot,organizer,0.0,727
app.bookteq.com,Chauncy School,Slot,offers,1.0,727
app.bookteq.com,Chauncy School,Slot,location,0.0,727
app.bookteq.com,Chauncy School,Slot,name,0.0,727
app.bookteq.com,Chauncy School,Slot,description,0.0,727
app.bookteq.com,Chauncy School,Slot,eventSchedule,0.0,727
app.bookteq.com,Chauncy School,Slot,ageRange,0.0,727
app.bookteq.com,Chauncy School,Slot,genderRestriction,0.0,727
app.bookteq.com,Chauncy School,Slot,level,0.0,727
app.bookteq.com,Chauncy School,Slot,url,0.0,727
app.bookteq.com,Chauncy School,Slot,attendeeInstructions,0.0,727
app.bookteq.com,Chauncy School,Slot,superEvent,0.0,727
app.bookteq.com,Chauncy School,Slot,activity,0.0,1000
app.bookteq.com,Chauncy School,Slot,category,0.0,1000
app.bookteq.com,Chauncy School,Slot,organizer,0.0,1000
app.bookteq.com,Chauncy School,Slot,offers,1.0,1000
app.bookteq.com,Chauncy School,Slot,location,0.0,1000
app.bookteq.com,Chauncy School,Slot,name,0.0,1000
app.bookteq.com,Chauncy School,Slot,description,0.0,1000
app.bookteq.com,Chauncy School,Slot,eventSchedule,0.0,1000
app.bookteq.com,Chauncy School,Slot,ageRange,0.0,1000
app.bookteq.com,Chauncy School,Slot,genderRestriction,0.0,1000
app.bookteq.com,Chauncy School,Slot,level,0.0,1000
app.bookteq.com,Chauncy School,Slot,url,0.0,1000
app.bookteq.com,Chauncy School,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Chauncy School,Slot,superEvent,0.0,1000
app.bookteq.com,Coram's Fields,FacilityUse,activity,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,category,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,organizer,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,offers,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,location,1.0,10
app.bookteq.com,Coram's Fields,FacilityUse,name,1.0,10
app.bookteq.com,Coram's Fields,FacilityUse,description,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,eventSchedule,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,ageRange,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,genderRestriction,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,level,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,url,1.0,10
app.bookteq.com,Coram's Fields,FacilityUse,attendeeInstructions,0.0,10
app.bookteq.com,Coram's Fields,FacilityUse,superEvent,0.0,10
app.bookteq.com,Coram's Fields,Slot,activity,0.0,571
app.bookteq.com,Coram's Fields,Slot,category,0.0,571
app.bookteq.com,Coram's Fields,Slot,organizer,0.0,571
app.bookteq.com,Coram's Fields,Slot,offers,1.0,571
app.bookteq.com,Coram's Fields,Slot,location,0.0,571
app.bookteq.com,Coram's Fields,Slot,name,0.0,571
app.bookteq.com,Coram's Fields,Slot,description,0.0,571
app.bookteq.com,Coram's Fields,Slot,eventSchedule,0.0,571
app.bookteq.com,Coram's Fields,Slot,ageRange,0.0,571
app.bookteq.com,Coram's Fields,Slot,genderRestriction,0.0,571
app.bookteq.com,Coram's Fields,Slot,level,0.0,571
app.bookteq.com,Coram's Fields,Slot,url,0.0,571
app.bookteq.com,Coram's Fields,Slot,attendeeInstructions,0.0,571
app.bookteq.com,Coram's Fields,Slot,superEvent,0.0,571
app.bookteq.com,Coram's Fields,FacilityUse,activity,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,category,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,organizer,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,offers,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,location,1.0,11
app.bookteq.com,Coram's Fields,FacilityUse,name,1.0,11
app.bookteq.com,Coram's Fields,FacilityUse,description,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,eventSchedule,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,ageRange,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,genderRestriction,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,level,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,url,1.0,11
app.bookteq.com,Coram's Fields,FacilityUse,attendeeInstructions,0.0,11
app.bookteq.com,Coram's Fields,FacilityUse,superEvent,0.0,11
app.bookteq.com,Coram's Fields,Slot,activity,0.0,1000
app.bookteq.com,Coram's Fields,Slot,category,0.0,1000
app.bookteq.com,Coram's Fields,Slot,organizer,0.0,1000
app.bookteq.com,Coram's Fields,Slot,offers,1.0,1000
app.bookteq.com,Coram's Fields,Slot,location,0.0,1000
app.bookteq.com,Coram's Fields,Slot,name,0.0,1000
app.bookteq.com,Coram's Fields,Slot,description,0.0,1000
app.bookteq.com,Coram's Fields,Slot,eventSchedule,0.0,1000
app.bookteq.com,Coram's Fields,Slot,ageRange,0.0,1000
app.bookteq.com,Coram's Fields,Slot,genderRestriction,0.0,1000
app.bookteq.com,Coram's Fields,Slot,level,0.0,1000
app.bookteq.com,Coram's Fields,Slot,url,0.0,1000
app.bookteq.com,Coram's Fields,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Coram's Fields,Slot,superEvent,0.0,1000
app.bookteq.com,Coram's Fields,Slot,activity,0.0,1000
app.bookteq.com,Coram's Fields,Slot,category,0.0,1000
app.bookteq.com,Coram's Fields,Slot,organizer,0.0,1000
app.bookteq.com,Coram's Fields,Slot,offers,1.0,1000
app.bookteq.com,Coram's Fields,Slot,location,0.0,1000
app.bookteq.com,Coram's Fields,Slot,name,0.0,1000
app.bookteq.com,Coram's Fields,Slot,description,0.0,1000
app.bookteq.com,Coram's Fields,Slot,eventSchedule,0.0,1000
app.bookteq.com,Coram's Fields,Slot,ageRange,0.0,1000
app.bookteq.com,Coram's Fields,Slot,genderRestriction,0.0,1000
app.bookteq.com,Coram's Fields,Slot,level,0.0,1000
app.bookteq.com,Coram's Fields,Slot,url,0.0,1000
app.bookteq.com,Coram's Fields,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Coram's Fields,Slot,superEvent,0.0,1000
app.bookteq.com,Danbury Parish Council,FacilityUse,activity,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,category,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,organizer,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,offers,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,location,1.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,name,1.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,description,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,eventSchedule,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,ageRange,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,genderRestriction,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,level,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,url,1.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,attendeeInstructions,0.0,18
app.bookteq.com,Danbury Parish Council,FacilityUse,superEvent,0.0,18
app.bookteq.com,Danbury Parish Council,Slot,activity,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,category,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,organizer,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,offers,1.0,1000
app.bookteq.com,Danbury Parish Council,Slot,location,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,name,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,description,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,eventSchedule,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,ageRange,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,genderRestriction,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,level,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,url,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,superEvent,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,activity,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,category,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,organizer,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,offers,1.0,1000
app.bookteq.com,Danbury Parish Council,Slot,location,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,name,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,description,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,eventSchedule,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,ageRange,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,genderRestriction,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,level,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,url,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Danbury Parish Council,Slot,superEvent,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,activity,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,category,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,organizer,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,offers,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,location,1.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,name,1.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,description,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,eventSchedule,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,ageRange,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,genderRestriction,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,level,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,url,1.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,attendeeInstructions,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,FacilityUse,superEvent,0.0,25
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,activity,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,category,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,organizer,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,offers,1.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,location,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,name,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,description,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,eventSchedule,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,ageRange,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,genderRestriction,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,level,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,url,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,superEvent,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,activity,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,category,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,organizer,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,offers,1.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,location,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,name,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,description,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,eventSchedule,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,ageRange,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,genderRestriction,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,level,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,url,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Debdale Park Sports & Recreation Club,Slot,superEvent,0.0,1000
app.bookteq.com,Didcot Town Council,FacilityUse,activity,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,category,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,organizer,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,offers,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,location,1.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,name,1.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,description,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,eventSchedule,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,ageRange,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,genderRestriction,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,level,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,url,1.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,attendeeInstructions,0.0,48
app.bookteq.com,Didcot Town Council,FacilityUse,superEvent,0.0,48
app.bookteq.com,Didcot Town Council,Slot,activity,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,category,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,organizer,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,offers,1.0,1000
app.bookteq.com,Didcot Town Council,Slot,location,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,name,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,description,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,eventSchedule,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,ageRange,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,genderRestriction,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,level,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,url,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,attendeeInstructions,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,superEvent,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,activity,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,category,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,organizer,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,offers,1.0,1000
app.bookteq.com,Didcot Town Council,Slot,location,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,name,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,description,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,eventSchedule,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,ageRange,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,genderRestriction,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,level,0.0,1000
app.bookteq.com,Didcot Town Council,Slot,url,0.0,1000
